#Hypervolume GenerationalDistance InvertedGenerationalDistance Spacing EpsilonIndicator MaximumParetoFrontError
0.3930453538 0.0300520498120116 0.311157298612717 0.0387706645554089 0.430392840210067 0.33034956152709
0.5449180479 0.0244232255043411 0.0869452786457017 0.0382335296859533 0.120726495726496 0.327572911536522
0.5521495433 0.022338087903252 0.0787159621470182 0.0364309559875308 0.106837606837606 0.34075862246435
0.5558586728 0.0143224965423995 0.0842153253934564 0.047006715786332 0.150641025641026 0.232015240658263
0.5430916451 0.0180200962208689 0.0920292355544732 0.0528283984409442 0.139957264957265 0.217747012877525
0.5466128763 0.0193835304454881 0.100102987837448 0.0389466423510398 0.134615384615384 0.217747012877525
0.5356854421 0.0191904232477153 0.100958373717017 0.026483159417638 0.167016799812658 0.212190045903104
0.5416128504 0.0191345152499502 0.0937411728740644 0.0196181750354106 0.173076923076923 0.230530641436312
