#Hypervolume GenerationalDistance InvertedGenerationalDistance Spacing EpsilonIndicator MaximumParetoFrontError
0.4249643614 0.0120566483743293 0.356469444625787 0.0806673250783228 0.464367895971847 0.198671563458007
0.4277906761 0.0106907144889943 0.326597355671624 0.0610693212973315 0.433231271660065 0.198671563458007
0.4314328122 0.0100998167793316 0.324302670968933 0.0659527633203044 0.433231271660065 0.198671563458007
0.4862765446 0.0091568089241477 0.224062534242813 0.0500051518522826 0.395159548919076 0.198671563458007
0.4930076459 0.00876130514002204 0.22265454083198 0.0463802468946972 0.395159548919076 0.198671563458007
0.536314101 0.00933437781737984 0.14483645339509 0.0435048918233179 0.279037342962606 0.274461930088518
0.5618963294 0.00829840054570001 0.0870673878017704 0.0319757873937428 0.100919136267229 0.198671563458007
0.5680560907 0.00895978261780773 0.0815668441853632 0.0289453772766771 0.100919136267229 0.273831201479812
